artist,track_or_project_title,release_type,confidence_score,extraction_method,source_article_title,source_article_url,source_name,article_date,embedded_music_links,release_article
Kevin de Vries & Dimitri Vangelis & Wyman ft. Luxtides,Before You Go,track,0.82,1001tracklists_sidebar_chart,Kevin de Vries & Dimitri Vangelis & Wyman ft. Luxtides - Before You Go,https://www.1001tracklists.com/track/bjcrvc4f/kevin-de-vries-dimitri-vangelis-wyman-before-you-go/index.html,1001Tracklists,,,True
Öwnboss & Stadiumx,To The Beat,track,0.82,1001tracklists_sidebar_chart,Öwnboss & Stadiumx - To The Beat,https://www.1001tracklists.com/track/7m81kwzp/ownboss-stadiumx-to-the-beat/index.html,1001Tracklists,,,True
Adam Ten & Rafael,Beat Goes On,track,0.82,1001tracklists_sidebar_chart,Adam Ten & Rafael - Beat Goes On,https://www.1001tracklists.com/track/kt60h9tp/adam-ten-rafael-beat-goes-on/index.html,1001Tracklists,,,True
Hardwell & Bassjackers,Bang On The Drums,track,0.82,1001tracklists_sidebar_chart,Hardwell & Bassjackers - Bang On The Drums,https://www.1001tracklists.com/track/8h5c4cv5/hardwell-bassjackers-bang-on-the-drums/index.html,1001Tracklists,,,True
Joris Voorn,Horizon (Eelke Kleijn Remix),remix,0.82,1001tracklists_sidebar_chart,Joris Voorn - Horizon (Eelke Kleijn Remix),https://www.1001tracklists.com/track/tnp0dcs5/joris-voorn-horizon-eelke-kleijn-remix/index.html,1001Tracklists,,,True
19:26 & Bittermind,Dancing,track,0.82,1001tracklists_sidebar_chart,19:26 & Bittermind - Dancing,https://www.1001tracklists.com/track/nzng1k6x/1926-bittermind-dancing/index.html,1001Tracklists,,,True
GORDO & WhoMadeWho,Energy,track,0.82,1001tracklists_sidebar_chart,GORDO & WhoMadeWho - Energy,https://www.1001tracklists.com/track/g9gkn9zx/gordo-whomadewho-energy/index.html,1001Tracklists,,,True
KASIA & Layton Giordani,The Realm,track,0.82,1001tracklists_sidebar_chart,KASIA & Layton Giordani - The Realm,https://www.1001tracklists.com/track/s621z1xx/kasia-layton-giordani-the-realm/index.html,1001Tracklists,,,True
Bountyhunter,Woops (Dimitri Vegas & Junkie Kid Remix / BRANDON Remix),remix,0.8,1001tracklists_sidebar_chart,Bountyhunter - Woops (Dimitri Vegas & Junkie Kid Remix / BRANDON Remix),https://www.1001tracklists.com/track/9c2wmnkp/bountyhunter-woops-dimitri-vegas-junkie-kid-remix-brandon-remix/index.html,1001Tracklists,,,True
Argy & SOLANCE,Window Shake,track,0.8,1001tracklists_sidebar_chart,Argy & SOLANCE - Window Shake,https://www.1001tracklists.com/track/58rh61cf/argy-solance-window-shake/index.html,1001Tracklists,,,True
ANOTR ft. 54 Ultra,Talk To You (Eli Brown Bootleg),track,0.8,1001tracklists_sidebar_chart,ANOTR ft. 54 Ultra - Talk To You (Eli Brown Bootleg),https://www.1001tracklists.com/track/8h5g27s5/anotr-talk-to-you-eli-brown-bootleg/index.html,1001Tracklists,,,True
Mesto vs. Fallon,Caramelle vs. Diet Coke (Bassjackers TECH BOUNCE Edit),track,0.8,1001tracklists_sidebar_chart,Mesto vs. Fallon - Caramelle vs. Diet Coke (Bassjackers TECH BOUNCE Edit),https://www.1001tracklists.com/track/h5ccfzk5/mesto-fallon-caramelle-vs.-diet-coke-bassjackers-tech-bounce-edit/index.html,1001Tracklists,,,True
Rihanna,Where Have You Been (John Summit & Wooli Edit),track,0.8,1001tracklists_sidebar_chart,Rihanna - Where Have You Been (John Summit & Wooli Edit),https://www.1001tracklists.com/track/kt585txf/rihanna-where-have-you-been-john-summit-wooli-edit/index.html,1001Tracklists,,,True
ANOTR ft. 54 Ultra,Talk To You,track,0.8,1001tracklists_sidebar_chart,ANOTR ft. 54 Ultra - Talk To You,https://www.1001tracklists.com/track/wkstb53x/anotr-talk-to-you/index.html,1001Tracklists,,,True
Argy & Omnya,Aria (Omiki Remix),remix,0.8,1001tracklists_sidebar_chart,Argy & Omnya - Aria (Omiki Remix),https://www.1001tracklists.com/track/64jxm095/argy-omnya-aria-omiki-remix/index.html,1001Tracklists,,,True
Cloonee & Prospa,Free Your Mind,track,0.8,1001tracklists_sidebar_chart,Cloonee & Prospa - Free Your Mind,https://www.1001tracklists.com/track/ffh0prbx/cloonee-prospa-free-your-mind/index.html,1001Tracklists,,,True
Masters At Work,Work,track,0.8,1001tracklists_sidebar_chart,Masters At Work - Work,https://www.1001tracklists.com/track/qqrdvf/masters-at-work-work/index.html,1001Tracklists,,,True
Miss Monique & Kapuchon & GLZ,Hot Sauce,track,0.8,1001tracklists_sidebar_chart,Miss Monique & Kapuchon & GLZ - Hot Sauce,https://www.1001tracklists.com/track/duuzkmkp/miss-monique-kapuchon-glz-hot-sauce/index.html,1001Tracklists,,,True
Dimitri Vegas & Pat B ft. Sylver,Turn The Tide,track,0.8,1001tracklists_sidebar_chart,Dimitri Vegas & Pat B ft. Sylver - Turn The Tide,https://www.1001tracklists.com/track/7wl0wvff/dimitri-vegas-pat-b-turn-the-tide/index.html,1001Tracklists,,,True
Martin Garrix & Third ≡ Party ft. Oaks & Declan J Donovan,Carry You,track,0.8,1001tracklists_sidebar_chart,Martin Garrix & Third ≡ Party ft. Oaks & Declan J Donovan - Carry You,https://www.1001tracklists.com/track/1cpf7bdf/martin-garrix-third-party-carry-you/index.html,1001Tracklists,,,True
BYOR & Mentum,I Can Dance,track,0.8,1001tracklists_sidebar_chart,BYOR & Mentum - I Can Dance,https://www.1001tracklists.com/track/ssr3xd5f/byor-mentum-i-can-dance/index.html,1001Tracklists,,,True
Oxia,Domino (Space 92 Remix),remix,0.8,1001tracklists_sidebar_chart,Oxia - Domino (Space 92 Remix),https://www.1001tracklists.com/track/pvld2mbx/oxia-domino-space-92-remix/index.html,1001Tracklists,,,True
Axwell ft. Bonn,Whatever Turns You On,track,0.78,1001tracklists_sidebar_chart,Axwell ft. Bonn - Whatever Turns You On,https://www.1001tracklists.com/track/91ru1rmx/axwell-whatever-turns-you-on/index.html,1001Tracklists,,,True
Armin van Buuren & Silver Panda,Here In My Arms (Enjoy The Silence),track,0.78,1001tracklists_sidebar_chart,Armin van Buuren & Silver Panda - Here In My Arms (Enjoy The Silence),https://www.1001tracklists.com/track/t20n85cp/armin-van-buuren-silver-panda-here-in-my-arms/index.html,1001Tracklists,,,True
FISHER ft. Florence Arman,What A Life,track,0.78,1001tracklists_sidebar_chart,FISHER ft. Florence Arman - What A Life,https://www.1001tracklists.com/track/ssr1pm9f/fisher-what-a-life/index.html,1001Tracklists,,,True
Kevin de Vries & Stylo & Eli & Dani,In The Night,track,0.78,1001tracklists_sidebar_chart,Kevin de Vries & Stylo & Eli & Dani - In The Night,https://www.1001tracklists.com/track/gw1y1jwp/kevin-de-vries-stylo-eli-dani-in-the-night/index.html,1001Tracklists,,,True
Joel Corry,Whisper,track,0.78,1001tracklists_sidebar_chart,Joel Corry - Whisper,https://www.1001tracklists.com/track/ujmg86pp/joel-corry-whisper/index.html,1001Tracklists,,,True
Timmy Trumpet & bradeazy ft. Richard Judge,Roses,track,0.78,1001tracklists_sidebar_chart,Timmy Trumpet & bradeazy ft. Richard Judge - Roses,https://www.1001tracklists.com/track/lcur72dx/timmy-trumpet-bradeazy-roses/index.html,1001Tracklists,,,True
Jazzy & Chris Lorenzo,Invisible,track,0.78,1001tracklists_sidebar_chart,Jazzy & Chris Lorenzo - Invisible,https://www.1001tracklists.com/track/s633b1hp/jazzy-chris-lorenzo-invisible/index.html,1001Tracklists,,,True
Baset & Bittermind,Feel Good,track,0.78,1001tracklists_sidebar_chart,Baset & Bittermind - Feel Good,https://www.1001tracklists.com/track/nf0pc865/baset-bittermind-feel-good/index.html,1001Tracklists,,,True
