artist,track_or_project_title,release_type,confidence_score,extraction_method,source_article_title,source_article_url,source_name,article_date,embedded_music_links,release_article
Jesabel,All That I Need (feat. ALLKNIGHT),track,0.95,submithub_chart,Jesabel - All That I Need (feat. ALLKNIGHT),https://www.submithub.com/song/jesabel-all-that-i-need-feat-allknight,SubmitHub,2026-05-01,https://s.disco.ac/akruxzybjgms,True
Alpas,Rivers,remix,0.95,submithub_chart,Alpas - Rivers,https://www.submithub.com/song/alpas-x-maple-sun-rivers-remix-by-onawa,SubmitHub,2026-04-16,https://open.spotify.com/track/5dN4EYRwFErFePfEWvF4qZ,True
Plu2,Nada Mas (feat. Garnic),track,0.95,submithub_chart,Plu2 - Nada Mas (feat. Garnic),https://www.submithub.com/song/plu2-x-lyge-x-garnic-nada-mas-feat-garnic,SubmitHub,2026-04-30,https://open.spotify.com/track/1BZMVgbDif98RFFvvztv8x,True
The Smallest Number,Don't Let Go,track,0.95,submithub_chart,The Smallest Number - Don't Let Go,https://www.submithub.com/song/the-smallest-number-dont-let-go,SubmitHub,2026-05-01,https://open.spotify.com/track/2BZbCRq1c9doE9O6gdQuFd,True
Gabriel M,Carnaval,track,0.95,submithub_chart,Gabriel M - Carnaval,https://www.submithub.com/song/gabriel-m-x-andor-gabriel-carnaval,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/vDrAr3spLNAusaRYR/andor-gabriel-gabriel-m-carnaval-radio-mix-8wylodj.wav,True
Jason Ross,Mirage (feat. Oaks),track,0.85,submithub_chart,Jason Ross - Mirage (feat. Oaks),https://www.submithub.com/song/jason-ross-x-william-black-mirage-feat-oaks,SubmitHub,2026-05-01,https://s3.amazonaws.com/submithub/files/qGHLH7gzDvbM3axyP/1-jason-ross-and-william-black-feat-oaks-mirage-v9-1776728995517.wav,True
Major Lazer,Light It Up,track,0.95,submithub_chart,Major Lazer - Light It Up,https://www.submithub.com/song/wildcrow-light-it-up-major-lazer-cover,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/Ceh52PKiuQexbEuP4/wildcrow-light-it-up-radio-edit-wav-793e3yu.wav,True
Nico Falla,In The Morning,track,0.95,submithub_chart,Nico Falla - In The Morning,https://www.submithub.com/song/nico-falla-in-the-morning,SubmitHub,2026-05-01,https://open.spotify.com/track/6NidvobFMHITu1iFSMVHxM,True
Stendahl,Introvert,track,0.95,submithub_chart,Stendahl - Introvert,https://www.submithub.com/song/stendahl-introvert,SubmitHub,2026-04-28,https://open.spotify.com/track/3z8FiqaczD7MonpdJmZ6SP,True
Kotti Affair,You Don't Stop Me,track,0.95,submithub_chart,Kotti Affair - You Don't Stop Me,https://www.submithub.com/song/kotti-affair-you-dont-stop-me,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/dwb5HY52awBGm87dW/kotti-affair-you-dont-stop-me-april-27-master-1l0cyyo.wav,True
ZIAGA,Afterglow,track,0.95,submithub_chart,ZIAGA - Afterglow,https://www.submithub.com/song/ziaga-afterglow,SubmitHub,2026-04-30,https://open.spotify.com/intl-de/track/1mK7nobKFAo78HAjP7RV5n,True
Andrew Meller,Alborada,track,0.95,submithub_chart,Andrew Meller - Alborada,https://www.submithub.com/song/andrew-meller-alborada-1,SubmitHub,2026-05-01,https://open.spotify.com/track/6LaNYGxKQzsQWwEIFayeqs,True
AMO:RA,Falling,track,0.85,submithub_chart,AMO:RA - Falling,https://www.submithub.com/song/amo-ra-x-papago-x-agassi-falling,SubmitHub,2026-04-23,https://open.spotify.com/track/4rON3TA32pHalAI0kAUxOM,True
Dr. Chaii,Designer,track,0.95,submithub_chart,Dr. Chaii - Designer,https://www.submithub.com/song/dr-chaii-designer-1,SubmitHub,2026-04-23,https://open.spotify.com/track/7GYjO2zack2FIFvVkFOfdL,True
James Marley,nobody,track,0.85,submithub_chart,James Marley - nobody,https://www.submithub.com/song/james-marley-nobody,SubmitHub,2026-04-30,https://open.spotify.com/intl-de/track/5DBTeCfwqR1aHtJudqqOa9,True
Con's Universe,"somewhere, sometime",track,0.85,submithub_chart,"Con's Universe - somewhere, sometime",https://www.submithub.com/song/cons-universe-somewhere-sometime,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/WyW3rRWksY926eQvR/cons-universe-somewhere-sometime-master-hq8k8iz.mp3,True
Karen Harding,Night Moves,track,0.85,submithub_chart,Karen Harding - Night Moves,https://www.submithub.com/song/karen-harding-x-mr-belt-and-wezol-night-moves,SubmitHub,2026-04-16,https://open.spotify.com/track/2ZKSwkHVK9S75VTWc4Y97D,True
Bona Fide,Drowning,track,0.95,submithub_chart,Bona Fide - Drowning,https://www.submithub.com/song/bona-fide-drowning,SubmitHub,2026-04-23,https://open.spotify.com/intl-it/track/5ud3R4zZXZ6LOB4SiYl6CU,True
IDEMI,Reflections,track,0.85,submithub_chart,IDEMI - Reflections,https://www.submithub.com/song/idemi-reflections,SubmitHub,2026-05-01,https://s.disco.ac/ybovhrfeaisj,True
Sam Harris,Different Eyes,track,0.85,submithub_chart,Sam Harris - Different Eyes,https://www.submithub.com/song/sam-harris-different-eyes,SubmitHub,2026-04-23,https://open.spotify.com/intl-de/track/3VmZz31m5qIaALqSPo48E7,True
Chris Veron,Acid Fire,track,0.85,submithub_chart,Chris Veron - Acid Fire,https://www.submithub.com/song/chris-veron-x-axxx7en-acid-fire,SubmitHub,2026-04-23,https://open.spotify.com/track/1QHTjXPnZ9gyPMFRXjQYSS,True
DJ SIR-J,"DJ SIR-J, SOUK TALES - Aleyhom (Original Mix)",track,0.95,submithub_chart,"DJ SIR-J - DJ SIR-J, SOUK TALES - Aleyhom (Original Mix)",https://www.submithub.com/song/dj-sir-j-x-souk-tales-dj-sir-j-souk-tales-aleyhom-original-mix,SubmitHub,2026-05-01,https://open.spotify.com/track/7KLxUtKwgGmIOy4S1HPrU0,True
Jaime Mud,Eryon,track,0.7,submithub_chart,Jaime Mud - Eryon,https://www.submithub.com/song/jaime-mud-eryon,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/aQbeScQrQLtZLgPCa/jaime-mud-eryon-radio-edit-106ve0k.wav,True
R1CH,Follow,track,0.8,submithub_chart,R1CH - Follow,https://www.submithub.com/song/r1ch-follow,SubmitHub,2026-04-27,https://open.spotify.com/track/4qlCMojdfwpcfE8vFWIoQ3,True
No Parachute,She Told Me,track,0.8,submithub_chart,No Parachute - She Told Me,https://www.submithub.com/song/no-parachute-x-alex-twin-she-told-me,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/vDrAr3spLNAusaRYR/alex-twin-no-parachute-she-told-me-radio-edit-5n2782l.wav,True
KOBAIEN,DO WANT PLAY,track,0.8,submithub_chart,KOBAIEN - DO WANT PLAY,https://www.submithub.com/song/kobaien-do-want-play,SubmitHub,2026-04-24,https://open.spotify.com/intl-fr/track/7FJ0gupzoJcMRWiTBwUX0P,True
Midnight Pass,Bloom,track,0.7,submithub_chart,Midnight Pass - Bloom,https://www.submithub.com/song/midnight-pass-bloom,SubmitHub,2026-05-01,https://s3.amazonaws.com/submithub/files/4etMFP43Xd2hMQGKo/midnight-pass-bloom-spectrum-v3-gsa4wza.wav,True
MaWayy,Moon and Back,track,0.7,submithub_chart,MaWayy - Moon and Back,https://www.submithub.com/song/mawayy-moon-and-back,SubmitHub,2026-04-10,https://open.spotify.com/track/1oWgxKqMRdTEMna4ny7Sls,True
Nico de Andrea,River (feat. Ara),track,0.7,submithub_chart,Nico de Andrea - River (feat. Ara),https://www.submithub.com/song/nico-de-andrea-river-feat-ara,SubmitHub,2026-04-23,https://open.spotify.com/track/5CVfpoHb8yDLy8JOIU8AiM,True
Firapon,Format Sedona,track,0.7,submithub_chart,Firapon - Format Sedona,https://www.submithub.com/song/firapon-format-sedona,SubmitHub,2026-04-24,https://s3.amazonaws.com/submithub/files/a2RcPWELBKtuz6ric/firapon-format-sedona-original-mix-dl42sge.mp3,True
Roland Clark,President House,remix,0.7,submithub_chart,Roland Clark - President House,https://www.submithub.com/song/roland-clark-president-house-remix-by-mistajam,SubmitHub,2026-04-30,https://open.spotify.com/track/4MwfTu6RC5UkcG1j57ngjd,True
Jon Gravy,Show Me,track,0.7,submithub_chart,Jon Gravy - Show Me,https://www.submithub.com/song/jon-gravy-x-julzy-show-me,SubmitHub,2026-04-29,https://s3.amazonaws.com/submithub/files/iNiqDuCYGhcfEiFdn/julzy-x-jon-gravy-show-me-2444-dm-02-2-1774624467823.wav,True
PJAMA SAM,Por Atra,track,0.8,submithub_chart,PJAMA SAM - Por Atra,https://www.submithub.com/song/pjama-sam-por-atra,SubmitHub,2026-04-23,https://open.spotify.com/track/0Fvh7v11vvS38RNX25uzio,True
Shell Robinson,Beacon,track,0.7,submithub_chart,Shell Robinson - Beacon,https://www.submithub.com/song/shell-robinson-beacon,SubmitHub,2026-04-23,https://open.spotify.com/track/7tahV4yJWiAfeEk24jnBNw,True
Naarly,Runaway,track,0.7,submithub_chart,Naarly - Runaway,https://www.submithub.com/song/naarly-runaway,SubmitHub,2026-04-23,https://open.spotify.com/track/10aZLlWXqChTDPD0MEnjAA,True
Deep Fried Soul,Back Together Again,track,0.7,submithub_chart,Deep Fried Soul - Back Together Again,https://www.submithub.com/song/deep-fried-soul-back-together-again,SubmitHub,2026-04-30,https://soundcloud.com/deepfriedsoul2026/back-together-2025-v11/s-5jziSX68VhX,True
Zarka,Hit the throttle,track,0.7,submithub_chart,Zarka - Hit the throttle,https://www.submithub.com/song/zarka-hit-the-throttle,SubmitHub,2026-04-24,https://www.youtube.com/watch?v=CG6JUR1o2OA,True
timefive,Fading Again,track,0.7,submithub_chart,timefive - Fading Again,https://www.submithub.com/song/timefive-fading-again,SubmitHub,2026-04-30,https://soundcloud.com/timefive/timefive-fading-again-original-promo/s-19DLSbtKuPl,True
Reveka,Dawnward,track,0.7,submithub_chart,Reveka - Dawnward,https://www.submithub.com/song/reveka-dawnward,SubmitHub,2026-04-21,https://open.spotify.com/track/1AOcGphu4DX7Pp6dvMa55l,True
Brynx,Not In Love,track,0.7,submithub_chart,Brynx - Not In Love,https://www.submithub.com/song/brynx-not-in-love,SubmitHub,2026-04-30,https://open.spotify.com/track/3BPa7ajfNchQeVwYa3nw3i,True
New Wing,Do It,track,0.7,submithub_chart,New Wing - Do It,https://www.submithub.com/song/new-wing-do-it,SubmitHub,2026-04-29,https://open.spotify.com/track/4A5CcAW0RIB89h982l0kBS,True
Dynamique,C'est Magnifique,track,0.7,submithub_chart,Dynamique - C'est Magnifique,https://www.submithub.com/song/dynamique-cest-magnifique,SubmitHub,2026-04-29,https://open.spotify.com/track/4lvkSR6CgCmEcgE7jheN4T,True
Poly Powder,The Void,track,0.7,submithub_chart,Poly Powder - The Void,https://www.submithub.com/song/poly-powder-the-void,SubmitHub,2026-04-23,https://open.spotify.com/track/5p2QcUiVULn6vgHrj62aH8,True
Topic,Sorry Papi,track,0.7,submithub_chart,Topic - Sorry Papi,https://www.submithub.com/song/topic-x-becky-g-sorry-papi,SubmitHub,2026-04-23,https://www.youtube.com/watch?v=CxJu0bncG0k,True
Sidepiece,Function,track,0.7,submithub_chart,Sidepiece - Function,https://www.submithub.com/song/sidepiece-function,SubmitHub,2026-05-01,https://open.spotify.com/track/1bhRw5feZyeh5Ti0o40wC9,True
Saive,On my Mind,track,0.7,submithub_chart,Saive - On my Mind,https://www.submithub.com/song/saive-on-my-mind,SubmitHub,2026-04-30,https://open.spotify.com/intl-de/track/2P4yNTLjULiibbhYTiHooE,True
Venne,Dimension,track,0.7,submithub_chart,Venne - Dimension,https://www.submithub.com/song/venne-dimension,SubmitHub,2026-04-23,https://open.spotify.com/track/6XrqfrQZmNcaHKzZd5WYJj,True
Caleb Ross,Nothing to Lose,track,0.7,submithub_chart,Caleb Ross - Nothing to Lose,https://www.submithub.com/song/caleb-ross-nothing-to-lose,SubmitHub,2026-05-02,https://www.youtube.com/watch?v=9UiokWWQfsQ,True
MERSY,Ritmo,track,0.7,submithub_chart,MERSY - Ritmo,https://www.submithub.com/song/mersy-x-ravepunzel-ritmo,SubmitHub,2026-04-23,https://open.spotify.com/intl-de/track/1qcwk15tRsUiKcR74natzl,True
Command Da Vibez,The Excellency,track,0.7,submithub_chart,Command Da Vibez - The Excellency,https://www.submithub.com/song/command-da-vibez-the-excellency,SubmitHub,2026-04-11,https://s3.amazonaws.com/submithub/files/wKNTgMhvjwL8edGkp/command-da-vibez-excellency-fm4-masterchannel-2026-03-17-1776466904555.wav,True
Doncare,The Feeling,track,0.8,submithub_chart,Doncare - The Feeling,https://www.submithub.com/song/doncare-the-feeling,SubmitHub,2026-04-30,https://open.spotify.com/track/1NtE52sJ4OvGARzizHg2sP,True
Horizon Odyssey,Fades Away,track,0.7,submithub_chart,Horizon Odyssey - Fades Away,https://www.submithub.com/song/horizon-odyssey-fades-away,SubmitHub,2026-04-30,https://open.spotify.com/track/1pqsuvYbi0UNbTKmBNtkjg,True
Gabriel Robella,"Gabriel Robella, Nonye Toria - Hụ m n'anya (Original Mix)",track,0.7,submithub_chart,"Gabriel Robella - Gabriel Robella, Nonye Toria - Hụ m n'anya (Original Mix)",https://www.submithub.com/song/gabriel-robella-gabriel-robella-nonye-toria-hu-m-nanya-original-mix,SubmitHub,2026-05-01,https://open.spotify.com/track/6Gmgyxma3pCimcH8CBdb5o,True
runThis,365,track,0.7,submithub_chart,runThis - 365,https://www.submithub.com/song/runthis-365,SubmitHub,2026-05-01,https://s.disco.ac/skccrgbbvbdq,True
Jimmy Jay,Let It Groove Ya,track,0.7,submithub_chart,Jimmy Jay - Let It Groove Ya,https://www.submithub.com/song/jimmy-jay-let-it-groove-ya,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/WWW97BnouMrkh4z8e/let-it-groove-ya-radio-dabbjg7.wav,True
Tvke It Easy,Ease My Mind,track,0.7,submithub_chart,Tvke It Easy - Ease My Mind,https://www.submithub.com/song/tvke-it-easy-ease-my-mind,SubmitHub,2026-04-30,https://open.spotify.com/track/0d7LEuyzHM3J1QBE2Xgume,True
Ceara Cavalieri,Hush,track,0.7,submithub_chart,Ceara Cavalieri - Hush,https://www.submithub.com/song/ceara-cavalieri-hush,SubmitHub,2026-04-24,https://s3.amazonaws.com/submithub/files/Wb6DF4kJrQoojw5RW/hush-main-012225-2-2444-mastered-vysc6y6.wav,True
Sölus-Sun,Bruce Wayne,track,0.7,submithub_chart,Sölus-Sun - Bruce Wayne,https://www.submithub.com/song/solus-sun-bruce-wayne,SubmitHub,2026-04-30,https://open.spotify.com/track/4K939V8kH3MrBcip7wOOoW,True
Hawkeys,Gelatyn,track,0.7,submithub_chart,Hawkeys - Gelatyn,https://www.submithub.com/song/hawkeys-x-tim-grand-gelatyn,SubmitHub,2026-04-28,https://open.spotify.com/track/6BNNLxvizMT29kT15HGivM,True
Redford (NL),My Salvation,track,0.7,submithub_chart,Redford (NL) - My Salvation,https://www.submithub.com/song/redford-nl-my-salvation,SubmitHub,2026-04-30,https://open.spotify.com/track/2txUrKXe85hZMycUYt1yb7,True
bufr.,don't call,track,0.7,submithub_chart,bufr. - don't call,https://www.submithub.com/song/bufr-dont-call,SubmitHub,2026-04-29,https://s3.amazonaws.com/submithub/files/HR3cXmqBbMJHB8Zmp/dont-call-bufr-master-v1-24-44-1k-hz-1776283989441.wav,True
Sam Silver,All I Think About,track,0.7,submithub_chart,Sam Silver - All I Think About,https://www.submithub.com/song/sam-silver-all-i-think-about,SubmitHub,2026-04-28,https://s.disco.ac/pqttakazdszx,True
Luca Belotti,A New Beginning,track,0.7,submithub_chart,Luca Belotti - A New Beginning,https://www.submithub.com/song/luca-belotti-a-new-beginning,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/Sbc7fcAP27jt6o3c5/a-new-beginning-radio-edit-luca-belotti-mqz7jdn.wav,True
KIDY,Insane,track,0.7,submithub_chart,KIDY - Insane,https://www.submithub.com/song/kidy-insane,SubmitHub,2026-04-30,https://open.spotify.com/track/2JD3NPpgzkpsTpXfqWtyEe,True
LUMO,Dale,track,0.7,submithub_chart,LUMO - Dale,https://www.submithub.com/song/lumo-dale,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/EyBpy5F5RFiesqpXZ/dale-master-1776799112840.mp3,True
Marc Wellon,All I See (Radio Edit),track,0.7,submithub_chart,Marc Wellon - All I See (Radio Edit),https://www.submithub.com/song/marc-wellon-all-i-see-radio-edit,SubmitHub,2026-05-01,https://s3.amazonaws.com/submithub/files/EXBWW3nixQxFPhPDB/all-i-see-radio-edit-us6a9ku.wav,True
Sanvero,Brick by Brick ft. Nuzu Deep,track,0.7,submithub_chart,Sanvero - Brick by Brick ft. Nuzu Deep,https://www.submithub.com/song/sanvero-x-henry-mora-x-nuzu-deep-brick-by-brick-ft-nuzu-deep,SubmitHub,2026-05-01,https://s3.amazonaws.com/submithub/files/ihnnYEA7SDnW7Y8s7/brick-by-brick-ft-nuzu-deep-radio-edit-dfu5uyv.wav,True
Bosquemar,Sol,track,0.7,submithub_chart,Bosquemar - Sol,https://www.submithub.com/song/bosquemar-sol,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/97WwkQmgYZi3ACChP/bosquemar-sol-24-44-mstr-rev1-0-1776881295048.wav,True
Will Sparks,Will Sparks - The Real Thing (Featuring MRYN),track,0.7,submithub_chart,Will Sparks - Will Sparks - The Real Thing (Featuring MRYN),https://www.submithub.com/song/will-sparks-x-mryn-will-sparks-the-real-thing-featuring-mryn,SubmitHub,2026-04-30,https://open.spotify.com/track/72PAs3QGtxxdNu3tY2wIm8,True
Mr.Moudz,Agoza,track,0.7,submithub_chart,Mr.Moudz - Agoza,https://www.submithub.com/song/mr-moudz-agoza,SubmitHub,2026-04-23,https://open.spotify.com/intl-it/track/76Do2G3YXOazBKlN5166yy,True
Flanko,Lost in the Desert,track,0.7,submithub_chart,Flanko - Lost in the Desert,https://www.submithub.com/song/flanko-lost-in-the-desert,SubmitHub,2026-04-23,https://open.spotify.com/intl-de/track/0Heo6hcVkBXOqZzzEWPlRF,True
Eva Forte,As It Is,track,0.7,submithub_chart,Eva Forte - As It Is,https://www.submithub.com/song/eva-forte-as-it-is,SubmitHub,2026-04-30,https://open.spotify.com/track/7FBGsiZj8hXm7boOHWXzeC,True
The Versace Boys,PLOW'D,track,0.7,submithub_chart,The Versace Boys - PLOW'D,https://www.submithub.com/song/the-versace-boys-plowd,SubmitHub,2026-04-28,https://open.spotify.com/track/2TyBhZelyrfFNpGSsBux3q,True
A Little Bit Orange,Physical Pleasure,track,0.7,submithub_chart,A Little Bit Orange - Physical Pleasure,https://www.submithub.com/song/a-little-bit-orange-physical-pleasure,SubmitHub,2026-05-01,https://s3.amazonaws.com/submithub/files/RqwBag2YjsBxu9SAs/a-little-bit-orange-physical-pleasure-ykct5uu.wav,True
Sam Divine,Club Muzik,track,0.7,submithub_chart,Sam Divine - Club Muzik,https://www.submithub.com/song/sam-divine-club-muzik,SubmitHub,2026-04-30,https://open.spotify.com/track/3YoTceTAaUYL7JSJfaHt2z,True
Travis Straw,Sexual Harassment Training,track,0.7,submithub_chart,Travis Straw - Sexual Harassment Training,https://www.submithub.com/song/travis-straw-sexual-harassment-training,SubmitHub,2026-04-24,https://soundcloud.com/travishobertstraw/sexual-harassment-training?utm_medium=api&utm_campaign=social_sharing&utm_source=id_193463,True
Kooyman,Look Back,track,0.7,submithub_chart,Kooyman - Look Back,https://www.submithub.com/song/kooyman-look-back,SubmitHub,2026-04-30,https://soundcloud.com/oystarr-644509926/kooyman-look-back-out-on-may?utm_medium=api&utm_campaign=social_sharing&utm_source=id_193463,True
Boothed,Sexy Sturdy,track,0.7,submithub_chart,Boothed - Sexy Sturdy,https://www.submithub.com/song/boothed-sexy-sturdy,SubmitHub,2026-04-23,https://open.spotify.com/intl-it/track/4AnDy5eoRWMuJCujtOvxoW,True
Mikaji,Pădure,track,0.7,submithub_chart,Mikaji - Pădure,https://www.submithub.com/song/mikaji-padure,SubmitHub,2026-04-30,https://open.spotify.com/intl-de/track/1mrpwbikNEI6PMVwOjpzPp,True
Frisian,Frisian - Shower,track,0.7,submithub_chart,Frisian - Frisian - Shower,https://www.submithub.com/song/frisian-frisian-shower,SubmitHub,2026-04-30,https://open.spotify.com/track/5uL3Bf7j5qsaFurtgk8dyE,True
Teklix,Zorya,remix,0.7,submithub_chart,Teklix - Zorya,https://www.submithub.com/song/teklix-zorya-remix-by-mooh,SubmitHub,2026-05-01,https://soundcloud.com/ravvenmusik/premiere-teklix-zorya-mooh-1?utm_medium=api&utm_campaign=social_sharing&utm_source=id_193463,True
PENELOPE,Mirage,track,0.7,submithub_chart,PENELOPE - Mirage,https://www.submithub.com/song/penelope-mirage,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/XdCDPeDQFj7MrHuoq/penelope-mirage-mixdownandmaster-2448-sai-v-2-1775336243947.wav,True
Crys L,Never Fall,track,0.7,submithub_chart,Crys L - Never Fall,https://www.submithub.com/song/crys-l-never-fall,SubmitHub,2026-04-28,https://open.spotify.com/intl-fr/track/6LwEcGqqif1HC5HciVgdWd,True
Eren Yildiz,Make Me Wild,track,0.7,submithub_chart,Eren Yildiz - Make Me Wild,https://www.submithub.com/song/eren-yildiz-make-me-wild,SubmitHub,2026-04-16,https://open.spotify.com/track/7vxbRoUpoZgamB8VMFpdxC,True
nua,Silhouette,track,0.7,submithub_chart,nua - Silhouette,https://www.submithub.com/song/nua-silhouette-1,SubmitHub,2026-04-30,,True
Rakheemow,Fly,track,0.7,submithub_chart,Rakheemow - Fly,https://www.submithub.com/song/rakheemow-fly,SubmitHub,2026-04-30,https://open.spotify.com/track/2NoXfJMgvl3ulAOu8LqwvS,True
plenka,nightline,track,0.7,submithub_chart,plenka - nightline,https://www.submithub.com/song/plenka-nightline,SubmitHub,2026-04-23,https://open.spotify.com/track/50DLH4sZnkLmmvwPwmaDTL,True
Max Metzinger,The Sun Comes,track,0.7,submithub_chart,Max Metzinger - The Sun Comes,https://www.submithub.com/song/max-metzinger-x-flo-von-the-sun-comes,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/jC2hT5dCP3X5WvEuC/max-metzinger-flo-von-the-sun-comes-1776151839638.wav,True
Zinoleesky,Nostalgia,track,0.7,submithub_chart,Zinoleesky - Nostalgia,https://www.submithub.com/song/zinoleesky-nostalgia,SubmitHub,2026-04-28,https://www.youtube.com/watch?v=IR1_rHkXdkI,True
