artist,track_or_project_title,release_type,confidence_score,extraction_method,source_article_title,source_article_url,source_name,article_date,embedded_music_links,release_article
Chris Avantgarde,Concrete Professional,track,0.82,1001tracklists_sidebar_chart,Chris Avantgarde - Concrete Professional,https://www.1001tracklists.com/track/ffhvwdpf/chris-avantgarde-concrete-professional/index.html,1001Tracklists,,,True
Miss Monique & Kapuchon & GLZ,Hot Sauce,track,0.82,1001tracklists_sidebar_chart,Miss Monique & Kapuchon & GLZ - Hot Sauce,https://www.1001tracklists.com/track/duuzkmkp/miss-monique-kapuchon-glz-hot-sauce/index.html,1001Tracklists,,,True
SMACK,No Brakes,track,0.82,1001tracklists_sidebar_chart,SMACK - No Brakes,https://www.1001tracklists.com/track/9c3m3xd5/smack-no-brakes/index.html,1001Tracklists,,,True
Galoski,Just Like That,track,0.82,1001tracklists_sidebar_chart,Galoski - Just Like That,https://www.1001tracklists.com/track/u78x2kkp/galoski-just-like-that/index.html,1001Tracklists,,,True
Bruno Martini & Thomas Gold,Electric,track,0.82,1001tracklists_sidebar_chart,Bruno Martini & Thomas Gold - Electric,https://www.1001tracklists.com/track/6r99zcpx/bruno-martini-thomas-gold-electric/index.html,1001Tracklists,,,True
SICK INDIVIDUALS,Sunrise,track,0.82,1001tracklists_sidebar_chart,SICK INDIVIDUALS - Sunrise,https://www.1001tracklists.com/track/q4wl4305/sick-individuals-sunrise/index.html,1001Tracklists,,,True
Max Styler & Vintage Culture & Ali Love,Freaky 1,track,0.8,1001tracklists_sidebar_chart,Max Styler & Vintage Culture & Ali Love - Freaky 1,https://www.1001tracklists.com/track/37dkvk0f/max-styler-vintage-culture-ali-love-freaky-1/index.html,1001Tracklists,,,True
Chris Lorenzo & aMo,HOTS 4 U,track,0.8,1001tracklists_sidebar_chart,Chris Lorenzo & aMo - HOTS 4 U,https://www.1001tracklists.com/track/79x8ys85/chris-lorenzo-amo-hots-4-u/index.html,1001Tracklists,,,True
Cloonee & Prospa,Free Your Mind,track,0.8,1001tracklists_sidebar_chart,Cloonee & Prospa - Free Your Mind,https://www.1001tracklists.com/track/ffh0prbx/cloonee-prospa-free-your-mind/index.html,1001Tracklists,,,True
Dean Turnley,Actin' Tough,track,0.8,1001tracklists_sidebar_chart,Dean Turnley - Actin' Tough,https://www.1001tracklists.com/track/hgpv9f35/dean-turnley-actin-tough/index.html,1001Tracklists,,,True
Armin van Buuren & Skytech,She A Freak,track,0.8,1001tracklists_sidebar_chart,Armin van Buuren & Skytech - She A Freak,https://www.1001tracklists.com/track/tnn506np/armin-van-buuren-skytech-she-a-freak/index.html,1001Tracklists,,,True
AFROJACK & Lucas & Steve,Control,track,0.8,1001tracklists_sidebar_chart,AFROJACK & Lucas & Steve - Control,https://www.1001tracklists.com/track/dkkjbsrx/afrojack-lucas-steve-control/index.html,1001Tracklists,,,True
ANOTR ft. 54 Ultra,Talk To You,track,0.8,1001tracklists_sidebar_chart,ANOTR ft. 54 Ultra - Talk To You,https://www.1001tracklists.com/track/wkstb53x/anotr-talk-to-you/index.html,1001Tracklists,,,True
SOSA,The Connection,track,0.8,1001tracklists_sidebar_chart,SOSA - The Connection,https://www.1001tracklists.com/track/58r5fu4p/sosa-the-connection/index.html,1001Tracklists,,,True
D.O.D & Hayley May,Closure,track,0.8,1001tracklists_sidebar_chart,D.O.D & Hayley May - Closure,https://www.1001tracklists.com/track/rmgswb8f/d.o.d-hayley-may-closure/index.html,1001Tracklists,,,True
Dom Dolla & Tiga,Don't Worry Baby,track,0.8,1001tracklists_sidebar_chart,Dom Dolla & Tiga - Don't Worry Baby,https://www.1001tracklists.com/track/rwsrk3qp/dom-dolla-tiga-dont-worry-baby/index.html,1001Tracklists,,,True
Odd Mob ft. Luciana,Rock The Rhythm (I Like That),track,0.8,1001tracklists_sidebar_chart,Odd Mob ft. Luciana - Rock The Rhythm (I Like That),https://www.1001tracklists.com/track/79xbqmcp/odd-mob-rock-the-rhythm/index.html,1001Tracklists,,,True
Franky Rizardo,Shinjuku,track,0.8,1001tracklists_sidebar_chart,Franky Rizardo - Shinjuku,https://www.1001tracklists.com/track/k6kx7urp/franky-rizardo-shinjuku/index.html,1001Tracklists,,,True
FISHER & Tones and I,Favour,track,0.78,1001tracklists_sidebar_chart,FISHER & Tones and I - Favour,https://www.1001tracklists.com/track/b71j30lx/fisher-tones-and-i-favour/index.html,1001Tracklists,,,True
KREAM & SCRIPT,Turn Up The Dose,track,0.78,1001tracklists_sidebar_chart,KREAM & SCRIPT - Turn Up The Dose,https://www.1001tracklists.com/track/b71jpy1x/kream-script-turn-up-the-dose/index.html,1001Tracklists,,,True
Anyma & Joji,Beautiful,track,0.78,1001tracklists_sidebar_chart,Anyma & Joji - Beautiful,https://www.1001tracklists.com/track/43h1blvx/anyma-joji-beautiful/index.html,1001Tracklists,,,True
Benny Benassi & Felix Da Housecat,Chicago Baby,track,0.78,1001tracklists_sidebar_chart,Benny Benassi & Felix Da Housecat - Chicago Baby,https://www.1001tracklists.com/track/g03ufk5x/benny-benassi-felix-da-housecat-chicago-baby/index.html,1001Tracklists,,,True
Vion Konger,Got My Swag,track,0.78,1001tracklists_sidebar_chart,Vion Konger - Got My Swag,https://www.1001tracklists.com/track/79x930z5/vion-konger-got-my-swag/index.html,1001Tracklists,,,True
