artist,track_or_project_title,release_type,confidence_score,extraction_method,source_article_title,source_article_url,source_name,article_date,embedded_music_links,release_article
SEB C & INDICA,One Night,single,0.85,regex,SEB C & INDICA deliver late-night house single ‘One Night’: Listen,https://weraveyou.com/2026/03/seb-c-indica-deliver-late-night-house-single-one-night-listen/,We Rave You,2026-03-27,,True
New Wing,Sippin,single,0.95,regex,New Wing unveils captivating new single ‘Sippin’: Listen,https://weraveyou.com/2026/03/new-wing-unveils-captivating-new-single-sippin-listen/,We Rave You,2026-03-20,,True
Robyn,Blow My Mind,rework,0.9,regex+embedded_player,Robyn re-imagines hit song ‘Blow My Mind’ for her son: Listen,https://weraveyou.com/2026/03/robyn-blow-my-mind-2026/,We Rave You,2026-03-18,https://open.spotify.com/track/2aJXMsIiuIRZZJYy1yjeEW?si=3e5a215871c54d4b | https://open.spotify.com/prerelease/6SO7TN4bs6gMl6zBQv8ULd?si=1910c03d979743bb,True
John Summit,SATA,single,0.95,regex,John Summit continues album push with new single ‘SATA’: Listen,https://weraveyou.com/2026/03/john-summit-sata/,We Rave You,2026-03-15,,True
Claude VonStroke,Static In The Deep End,album,0.85,regex,Claude VonStroke details new album and shares ‘Static In The Deep End’: Listen,https://weraveyou.com/2026/03/claude-vonstroke-wrong-number-static-in-the-deep/,We Rave You,2026-03-13,,True
EDX,Innerglow,single,0.95,regex,EDX unveils powerful new single ‘Innerglow’ on PinkStar Records: Listen,https://weraveyou.com/2026/03/edx-unveils-powerful-new-single-innerglow-on-pinkstar-records-listen/,We Rave You,2026-03-13,,True
Greggio,Higher EP,EP,0.85,regex,Greggio delivers pulsing new ‘Higher EP’: Listen,https://weraveyou.com/2026/03/greggio-higher-ep/,We Rave You,2026-03-03,,True
Kygo and Gryffin,Save My Love,unknown,0.7,regex,Kygo and Gryffin join forces with Khalid for ‘Save My Love’: Listen,https://weraveyou.com/2026/02/kygo-gryffin-khalid-save-my-love/,We Rave You,2026-02-20,,True
ZHU,BURN,single,0.95,regex,ZHU unveils captivating new single ‘BURN’ from upcoming album ‘BLACK MIDAS’: Listen,https://weraveyou.com/2026/02/zhu-burn/,We Rave You,2026-02-16,,True
"AHAHADREAM, Skrillex, and RAF SAPERRA",Bass Dhol,unknown,1.0,regex+embedded_player,"AHAHADREAM, Skrillex, and RAF SAPERRA release ‘Bass Dhol’: Listen",https://weraveyou.com/2026/02/ahahadream-skrillex-and-raff-saperra-release-bass-dhol-listen/,We Rave You,2026-02-13,https://open.spotify.com/track/645e3XeVtB7QYpl3RdJBil?si=4995d40def5243ed,True
DJ Tennis,Hello Hello,unknown,0.95,regex,DJ Tennis Releases fabric presents Mix & ‘Hello Hello’: Listen,https://weraveyou.com/2026/02/dj-tennis-fabric-presents-hello-hello/,We Rave You,2026-02-13,,True
Louie DeVito,Heat On My Skin,unknown,0.85,regex,Louie DeVito unveils new club banger ‘Heat On My Skin’: Listen,https://weraveyou.com/2026/02/louie-devito-unveils-new-club-banger-heat-on-my-skin-listen/,We Rave You,2026-02-13,,True
Roger Sanchez,Come My Way,single,0.95,regex,Roger Sanchez unveils captivating new single ‘Come My Way’: Listen,https://weraveyou.com/2026/02/roger-sanchez-unveils-captivating-new-single-come-my-way-listen/,We Rave You,2026-02-12,,True
John Summit,SHADOWS,single,0.85,regex,"John Summit enlists LAVINIA for new single, ‘SHADOWS’: Listen",https://weraveyou.com/2026/02/john-summit-lavinia-shadows/,We Rave You,2026-02-11,,True
