artist_name,soundcloud_url,soundcloud_user_id,genres,edm_match_terms,followers_count,track_count,country,city
Two Friends Remixes,https://soundcloud.com/twofriendsremixes2?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,318828674,"Dance & EDM | MGMT Kids ""Two Friends"" Remix | Chainsmokers ""Two Friends"" Remix | Hip-hop & Rap"" KYLE ""Lil Yachty"" ""Two Friends",dance | edm,6421,3,United States,Los Angeles
KREAM,https://soundcloud.com/kreamofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,38964073,Dance | melodic techno | house | techno,dance | house | techno,102955,144,Norway,Bergen
The Drunken Coconut,https://soundcloud.com/thedrunkencoconut?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,112753722,Deep House | Dance & EDM | Chill Pop | Electro House | House | Pop Tropical EDM | EDM Future Commercial Pop | Pop | House EDM Tropical Commercial | House Deep Chill,dance | deep house | edm | house,882850,20,,
Lights,https://soundcloud.com/lights?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,779382,Pop | Holiday,dance,31581,274,Canada,Toronto / Vancouver
Louis The Child,https://soundcloud.com/louisthechild?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,24969134,Electronic | Indie Rock | Dance & EDM | Electronic Dubstep,dance | dubstep | edm | electronic,351041,242,United States,Chicago
Joel Corry,https://soundcloud.com/joelcorry?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,15126749,Dance & EDM | Dance | House,club | dance | edm | house,100038,465,,London
The Disco Fries,https://soundcloud.com/thediscofries?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,326490,Dance | Dance & EDM | Techno,dance | edm | techno,45019,220,United States,New York
R3HAB,https://soundcloud.com/r3hab?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,351064,Dance | Electronic | Melodic House & Techno | Dance-Pop,dance | electronic | house | melodic house | techno,3938669,828,Netherlands,Amsterdam
Weston Estate,https://soundcloud.com/westonestate?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,320610424,Alternative | Pop,trap,5495,33,,919**
Still Woozy,https://soundcloud.com/stillwoozy?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,302514988,Alternative,electronic,42761,33,,"Oakland, CA"
Tchami,https://soundcloud.com/iamtchami?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,34994724,Bass House | Dance | Electronic | Afro House | House,afro house | bass | bass house | dance | electronic | house,528315,182,France,Paris
Justice Skolnik,https://soundcloud.com/justice-skolnik?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,6196055,Dance & EDM | House Electronic Dance | Electronic House Funk,dance | edm | electronic | house,18259,29,,San Francisco
Otto Knows,https://soundcloud.com/otto-knows?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,7388022,Electronic | Dance - House | Dance - Electro | Dance,dance | electronic | house,95836,64,Sweden,Stockholm
Mura Masa,https://soundcloud.com/muramasamusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,27059681,Latin Music | Latin | Dance | Dance - House | Electronic - Trap | Future Bass,bass | dance | electronic | house | trap,358147,118,,
Hilliard,https://soundcloud.com/hilliard-music?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,843825889,Dance | Dance Pop | Indie Dance | Future Bass,bass | dance,2,4,,
MUNYA,https://soundcloud.com/munyamusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,227572643,Dance | Indie Dance | Alternative | Pop | Dream Pop,dance,2634,57,Canada,Montreal
Alex Bamford,https://soundcloud.com/abam17?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,66219535,"Electronic | Tech House"" ""Alex Bamford"" ""Alex Bamford Music"" House | Dance & EDM | future bass"" Edm ""alex bamford"" ""alex bamford edit"" ""alex bamford remix | alex bamford"" ""alex bamfor"" ""alex bamford music"" summer ""summer house"" ""future house"" ""deep house"" vibe | Deep House | Avicii ""Alex Bamford"" ""Alex Bamford Music"" ""The Nights"" ""Deep House"" College | Alex Bamford"" ""Alex Bamford Remix"" House ""Future House"" Miria | Hip-hop & Rap | Jazz ""Alex Bamford"" ""Alex Bamford Music"" Sax | Alternative Rock | Hip Hop"" Rap ""Alex Bamford | Feels | Alex Bamford"" ""Shallow Remix"" ""Alex Bamford Remix"" ""Alex Bamford Music "" ""Bradley Cooper"" ""Lady Gaga | Alex Bamford"" ""Cross My Heart"" ""Alternative Rock"" ""Hip Hop & Rap"" ""Juice WRLD | Pop | Young Dumb and Broke Remix"" ""Alex Bamford Remix"" ""Alex Bamford"" ""Future Bass"" Trap Pop",bass | dance | deep house | edm | electronic | future house | house | tech house | trap,12665,33,,"Bedford, New York"
Hermitude,https://soundcloud.com/hermitude?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,7224630,Electronic | Dance | electronic,dance | electronic,133880,222,Australia,Sydney
Surf Mesa,https://soundcloud.com/surfmesa?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,68359986,"Dance & EDM | Dance | Tech House"" ""G house"" ""A$AP Rocky | Electronic | relaxing fun energetic engaging smooth house ""indie house"" ""indie dance",dance | edm | electronic | house | tech house,18323,71,,Los Angeles
Joe Hertz,https://soundcloud.com/joehertz?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,952969,Electronic | House | Other | Dance | R&B & Soul,dance | electronic | house,34874,57,,London
TASKA BLACK,https://soundcloud.com/taskablack?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,154284396,Pop | Indie Pop | Singer-Songwriter | Dance | Dance Pop,dance,28934,57,Belgium,Antwerp
VANIC Official,https://soundcloud.com/djvanic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,4091150,"Electronic | melodic trap vanic | dubstep trap edm electronic remix ""actin tough | dubstep remix wub house energetic | dubstep ""melodic dubstep"" vanic | Dance & EDM | melodic bass"" ""bass music"" dubstep edm | happy vanic melodic trap house",bass | dance | dubstep | edm | electronic | house | trap,338616,95,Canada,Vancouver
X Ambassadors,https://soundcloud.com/x-ambassadors?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,207970085,Alternative,bass | techno,24324,159,,
Lil Nas X,https://soundcloud.com/secret-service-862007284?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,174817271,Pop | Hip-hop & Rap | News & Politics | Dance & EDM,dance | edm,441280,53,,ATL
Swedish House Mafia,https://soundcloud.com/officialswedishhousemafia?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1181568,Dance | Afro House | Dance & EDM,afro house | dance | edm | house,831506,148,Sweden,
Punctual,https://soundcloud.com/wearepunctual?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,209251569,Electronic | Deep House | Break Beat | Dance,dance | deep house | electronic | house,3282,38,,
OVER EASY,https://soundcloud.com/overeasyofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,289468079,"House | House futurehouse progressivehouse overeasy mainstage tomorrowland yeedm remix | House Mix Dj Festival progressivehouse futurehouse pregame Summer overeasy tomorrowland ultra2023 | Edm mix Remix Remixes Dance pop ""Dance Pop"" House ""Progressive House"" Mashup Massive Summer Anthem vibes | House Dance Edm pop Mix Remix Remixes Mashup Edit Rap Summer | Dance & EDM | Edm Rave Summer house ""Progressive House"" ""dance pop"" Mix Remix New Pop ""Deep House"" Festival | Dance ""Dance Pop"" House Mix Mixtape Radio ""Progressive House"" New Hot Summer Club Remixes Remix Edit | Edm ""Progressive House"" House ""Deep House"" Happy upbeat Summer Dance ""Dance Pop"" Pop Entertainment Fun | Edm ""Progressive House"" House Dance ""Dance Pop"" Summer Banger college Mix Mixtape Future Bass Music | Dance Edm ""Progressive House"" Pop ""Dance Pop"" Rave Beach SUMMER VIBES WAVES Wave OCEAN BEER WINE | Dance Edm ""Progressive House"" House ""Deep House"" Cover Edit Remix Mix Radio New Music Summer Anthem",bass | club | dance | deep house | edm | house | progressive house,2629,37,United States,
Two Friends Remixes,https://soundcloud.com/twofriendsremixes3?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,387772220,"Dance & EDM | Two Friends"" Remix Blackbear ""Hot Girl Bummer | Two Friends"" Remix ""Blink 182"" ""All The Small Things"" Blink-182 | Two Friends"" Remix ""Panic At The Disco"" ""High Hopes | Red Hot Chili Peppers"" ""Two Friends"" Remix Otherside | Charlie Puth"" ""How Long"" Remix ""Two Friends",dance | edm,4587,5,,Los Angeles
sonn,https://soundcloud.com/sonn?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,180883123,"Indie | Electronic indie Pop | R&B & Soul | electronic ""Hip Hop"" rnb chill | Electronic | Electronic rnb ayelle Remix scfirst | Majestic Casual ""Denton Thrift"" Electronic | sabrina claudio"" frozen remix rnb Free Download SCFIRST | Chill rnb futurernb majestic casual ayelle sonn mercy | lofi ""Hip Hop"" trap chill free download | Trap R&B Chill Downtempo Remix Free Download ""Billie eilish"" Hostage",electronic | trap,16145,35,,london
The Knocks,https://soundcloud.com/theknocks?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,98194,"Dance & EDM | Pop House | Pop Dance | House | Disco House happy summer ""italo disco"" funky dance ""indie dance"" ""piano house"" ""pool party"" revelation nostalgia",dance | disco house | edm | house,94563,362,United States,New York
Whethan,https://soundcloud.com/whethan?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,108856420,"Dubstep | esdeekid timothee chalamet 4 raws whethan remix trap hip hop ""Hip-hop & Rap"" Electronic flip Edit bootleg | mike will made it miley cyrus juicy j whethan remix flip electronic | huey pop lock drop it & whethan remix Electronic | wacka flocka flame rooster in my rari whethan remix electronic trap | breathe carolina blackout whethan remix Electronic | Electronic | pluto ykniece whim whamiee whethan remix trap Electronic | juicy a zip and double cup whethan remix ""J "" Trap | gucci mane trap house whethan remix | rasheeda my bubble gum whethan remix trap Electronic",dubstep | electronic | house | trap,241932,126,,
TYRAZ,https://soundcloud.com/tyraz-official?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,87732464,"Hip-hop & Rap | Wrecking Ball"" ""Miley Cyrus"" belak tyraz sample remix flip jerk trap yerrrr | breathe ""hip hop"" beats sample remix flip tyraz yeehaaaaaaaw | rainbow road"" tyraz beat rayzuu sample ""hip hop"" trap ""wavyyyy broooo | baile | baile ""brazilian funk"" violino soffyy tyraz remix ""fossil fighters | 3am ""Animal Crossing"" SZA BMF Trap Remix Flip Yuhhh | Trap | tyraz ""rio leyva"" wisdom trap ""hip hop"" yeerrrrrr | Audiobooks | stickerbush symphony"" ""bramble blast"" dkc2 ""donkey kong"" tyraz remix ""hip hop | Tyraz ""Peter Piffen"" Wylin Trap ""Hip Hop"" EDM Ethnic Latin | cardigan ""don toliver"" remix Trap ""Hip Hop"" tyraz ""mai yamane | charli xcx"" brat remix ""so i"" trap tyraz yuhhh",edm | trap,7045,62,,Pasco
COASTR.,https://soundcloud.com/coastrmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,340174978,Dance & EDM | tatemcrae | House | Pop,dance | edm | house,19042,36,,the coast
NGHTMRE,https://soundcloud.com/nghtmre?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,69257219,Electronic,electronic,456422,190,,"Los Angeles, CA"
Lucas & Steve,https://soundcloud.com/lucasandsteve?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2348275,"House | Classical | house | Deep House"" ""Tech House"" ""Groovy House"" ""Electro House"" ""Funky House | House ""Tech House"" ""Deep House"" ""Groovy House"" ""Electro House"" ""Funky House | Deep House"" ""Tech House"" ""Groovy House"" ""Electro House",dance | deep house | house | tech house,74916,764,Netherlands,Amsterdam
Kingdøm,https://soundcloud.com/kingdomhq?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,326853918,"Dance & EDM | futurebass Edm Dance euphoric tritonal Remix melodicbass Epic Bass | futurebass edm dance Electro melodic avicii without Remix pop euphoric Uplifting epic | Futurebass "" Edm House Electronic Electro Epic Melodic Kingdøm gryffin illenium pop dance KingsofLeon UseSomebody",bass | dance | edm | electronic | house,93,3,Britain (UK),London
CACTI,https://soundcloud.com/iamcactimusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,67894496,"Dance & EDM | EDX CACTI Live Dj Mix | Deep House | melancholic 3am grief | Tech House"" ""Deep House | Arctic Lake "" CACTI | Piano House | Piano House"" House cacti ""Producer "" newsong newsongfriday ""newmusic "" mix | Progressive House | Anjunabeats "" Cacti ""Progressive House | Electronic House ""DJ MIX"" Cacti EDM DJ Electro ""Tech House"" ""Deep House"" ""Progressive House"" Spin Tiesto Robosonic Diplo | Love | Mako | Progressive Triplet | Progressive ""Progressive House"" ""Progressive Triplet"" 3LAU ""Is It Love",dance | deep house | edm | electronic | house | progressive house | tech house,1278,10,Canada,Montréal
KRANE,https://soundcloud.com/krane?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,11560129,Electronic,electronic,152073,124,,
GAMPER & DADONI,https://soundcloud.com/gamperdadoni?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2928615,"Dance & EDM | Gamper & Dadoni "" ""luca schreiner better "" Better ""Afro "" House | Gamper & Dadoni "" Gamper Dadoni Jaimes ""Forever Young"" dance 2024 ""tell me why"" supermode ""bronski beat"" ""smalltown boy | Gamper & Dadoni"" Gamper Dadoni ""On Repeat"" Dance 2022 ""Joe Jury"" feat Music House Deep | Gamper & Dadoni "" Gamper Dadoni Dance Pop EDM ""Joe Jury"" Satellites Dance2022 | Gamper & Dadoni"" Gamper Dadoni ""Dance | Edm"" Pop mylovin´ mylovin Dance2021 | Gamper & Dadoni"" Gamper Dadoni DTE & ""Dance 2021"" ""Pop Music"" ""More Than I Can Say | Dance ""Dance Pop"" House ""Progressive House"" Pop ""Piano House"" Piano | Pop | Gamper & Dadoni"" Gamper Dadoni & Perfect ""Dewain Whitmore"" Feat 2020 Pop New | Gamper & Dadoni"" Gamper Dadoni & Gimme ""Gimme Gimme"" ""Gimme Gimme Gimme"" Cover Remix Rework Dance House",dance | edm | house | progressive house,175233,50,Germany,Hamburg
Diplo,https://soundcloud.com/diplo?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,16730,Hip-hop & Rap | phonk | Electronic | Other,electronic,7466989,708,United States,Philadelphia
Far East Movement,https://soundcloud.com/fareastmovementofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,16095064,"Dance | Pop - Mandopop | Pop | Chinese Pop | Rock | Electronic | Trap ""tomorrowland "" Bass trapcity fareastmovement marshmello trapnation monstercat Electronic chanyeol exo Electro girlsgeneration ladygaga movingcastle illenium brednbutter ""flux pavillion"" habstrakt wuki shawnwasabi slander armnhmr djsnake kendricklamar travisscott",bass | dance | dnb | electronic | trap,67424,193,,
Maesic,https://soundcloud.com/iammaesic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,209731359,"House | maesic remix dean tunrley actin tough club banger edit house tech | afro house | maesic kilimanjaro zentola hold it | Dance | Afro House | Dance & EDM | dj ""maesic "" ""nothing "" ""is real"" tool ""tech house | Melodic House & Techno | Hard Techno | dj "" tool remix travis scott maesic spade ""afro "" ""house "" edm ""club "" festival keinemusik thank god | Electronic | remix roses afro house maesic rush avenue bootleg dj tool club festival",afro house | club | dance | edm | electronic | house | melodic house | tech house | techno,44981,81,,Los Angeles
ayokay,https://soundcloud.com/everythingisayokay?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,87265388,Dance | Electronic | Indie Dance | Nu Disco | House | anjuna anjunabeats anjunadeep poolparty sunset chill melodichouse afrohouse deephouse housemusic | Electronic vibes chill afrohouse Melodic sunset anjunabeats summermix ayokay Atmospheric dj housemusic | Trance | Dance & EDM | Electronic Melodic Chill vibes House sunset Atmospheric afrohouse,dance | disco house | edm | electronic | house | trance,18100,68,United States,Los Angeles
Divinity,https://soundcloud.com/user-822574610?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,318208653,"Mix | Mix Edm ""Hard Trap"" Trap Electro Rap Heavy ""Pump Up | Hip-hop & Rap | Mix Trap Rap ""Hip Hop"" Edm",edm | trap,16,2,,
Matoma,https://soundcloud.com/matoma-official?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,30049192,Electronic | Dance | DANCE & DJ | ELECTRONICA,dance | electronic | electronica,284695,238,Norway,Trondheim
Kasbo,https://soundcloud.com/kasbomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,11908863,"Electronic | Melodic House | Kasbo "" Labyrinth"" Mix Mishawaka | Electronica",club | dance | electronic | electronica | house | melodic house | trap,138078,112,Sweden,Stockholm
brednbutter,https://soundcloud.com/brednbutterrec?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,165653784,"Trap | Desren ""Jstn Dmnd"" Style BrednButter ""Trap City | Zethis ""Drop On Em"" ""Cam Hertz"" Hessom BrednButter ""Trap City | RVPTR Lanstan Yunay ""Like Me"" BrednButter ""Trap City | Dropwizz Ashez YUH BrednButter ""Trap City | Murdbrain ""Jstn Dmnd"" ""Sky's The Limit | TH3 DARP"" ""JSTN DMND"" JUSTTJOKAY ""Out The Mud"" BrednButter ""Trap City | Teddibear ""Tayo Ricci"" Sonic BrednButter ""Trap City | UpsideDown ""Wonky Love"" BrednButter ""Trap City | Trapperx ""Jstn Dmnd"" ""Peter Piffen"" Blurry BrednButter ""Trap City | ANO1HER UN1VERSE"" Sygye Paradise Carie BrednButter ""Trap City",dnb | trap,72178,186,,Worldwide
plot twist,https://soundcloud.com/plottwistx?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,165646132,"In My Feelings Remix | In My Feelings Remix drake kiki do you Love me ""kiki do you love me"" ""in my feelings remix"" ""kiki challenge | Dark Theme Song Goodbye | Dark ""theme song"" goodbye apparat ""breaking bad"" netflix | Look What You Made Me Do Remix | Taylor Swift"" ""Look What You Made Me Do"" Remix ""plot twist"" ""lana lubany | Drake | Drake ""the views"" views ""views from the 6"" rihanna ""one dance"" Work ""the chainsmokers"" ""dont let me down | shawn mendes"" drake stitches bedrock ""bedrock stitches"" ""young money | Drake ""One Dance"" ""Fifth Harmony"" Work ""Work From Home"" ""me myself and i"" ""flo rida"" ""g eazy"" ""bebe rexha"" ""my house"" Mashup Remix ""5th harmony"" rihanna wizkid kyla | Work drake rihanna ""fifth harmony"" ""5th harmony"" ""the chainsmokers"" ""work from home"" roses rozes remix mashup ""plot twist | 7 years"" ""seven years"" ""once i was seven years old"" ""nick jonas"" ""tove lo"" ""lukas graham"" close ""nick jonas close | drake rihanna ""fifth harmony"" Work ""work from home"" mashup Remix ""rihanna work"" ""drake work"" ""5th harmony"" ""fifth harmony work from home | Close ""Nick jonas"" ""Tove Lo"" ""Ariana Grande"" ""One Last Time"" Mashup Remix ""nick jonas close"" ""tove lo close"" ""tov lo",dance | house,6828,15,United States,
Wild Cards,https://soundcloud.com/wildcardsmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,261121726,"Dance & EDM | Wild Cards | WIld Cards"" ""Dance Pop"" Pop ""Electronic Pop"" 2018 Radio | Wild Cards"" Remix Music Khalid Love Lies 2018 Normani Future Bass Melodic | Wild Cards"" Electronic Dance Original ""Melodic "" ""Future Bass | Wild Cards"" ""Alan Walker"" Tired Remix Electronic ""Melodic | Fall Out Boy"" Sugar We re Going Down Remix ""Wild Cards"" ""Future Bass"" ""Melodic Bass"" ""Bring Back Classic | Electronic | Illenium Gryffin Daya Electronic Remix ""Wild Cards"" ""Future Bass"" Big ""Feel Good"" Vibes Positive Pop Dance",bass | dance | edm | electronic,18152,9,,
Groovi,https://soundcloud.com/groovidj?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,103494276,"House | boomboomboom wayo remix edit ukg garage house 142 | Trance | imogen heap"" remix ""frou frou"" ""let go"" trance House Electronic ""Dance & EDM"" 145 | Electronic | kaskade deadmau5 remix groovi ""Dance & EDM"" Trance House | fatboyslim groovii remix edit bootleg ""Piano House"" Piano ""140 bpm"" ""praise you | Dance & EDM | DTMF ""Bad bunny"" Remix House Trance bad Bunny ""speed garage"" garage ukg | yeat ""come n go"" groovi remix house speedhouse hardhouse garage trance Techno | Dance & EDM"" House Techno groovi baiana",dance | edm | electronic | garage | house | techno | trance | ukg,44116,7,United States,Miami
ruchir,https://soundcloud.com/ruchirmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,38609209,"Dance & EDM | doja cat"" weeknd ""u right"" flip remix midtempo | R&B & Soul | che ecru"" rnb R&B remix | Electronic | Trap | Hip-hop & Rap | Rap Chill Banger Underground | Rap Banger Hit Nelly Bando | Pop | Pop Edm Chill Electric Fire | Ruchir OnlyU ""Slipping Away"" ""Gaby G | Ruchir OnlyU ""Mir "" Fontane Fourtee WMW",dance | edm | electronic | trap,15953,23,,
Wiill,https://soundcloud.com/wiillofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,380759219,"Hip-hop & Rap | R&B & Soul | Hip Hop"" rnb Pop | Hip-Hop | Rap | Electronic | Hip Hop"" rnb macmiller chill lofi frankocean | jackharlow rap bars remix nailtech trending | Funk funkrap jazzrap macmiller wiill alternativerap Party partymusic | Pop | Singer Songwriter",electronic,297,12,United States,Miami
Austin James - Mashup The Place,https://soundcloud.com/mashup-the-place?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,444206766,"Trap | Austin James"" ""Mashup The Place"" ""Avstin James"" ""Backseat XE3"" ""Bad Bonfire"" ""Ark Night"" ""You & Me Forever"" Electronic ""Future Bass"" Bass ""Dance & EDM | Electronic | AVSTIN JAMES"" ""RL Grime | Dance & EDM | AVSTIN JAMES"" Electronic ""Future Bass"" Hip-Hop Trap",bass | dance | edm | electronic | trap,599,5,,
Two Friends VIP 2,https://soundcloud.com/twofriendsvip2?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,191955265,"Soul House | Soul House"" Soulhouse Remix Pop ""Two Friends"" 2F EDM Dance ""Progressive House"" House ""Electro House"" Piano Guitar Acoustic Radio Extended",dance | edm | house | progressive house,719,1,United States,Los Angeles
Spirix,https://soundcloud.com/spirixmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,102186476,Dance | Electronic | Electronic Dance Remix Spirix | Electronic Spirix Dance Flume Remix | Electronic Remix Spirix Dabin Lights | Electronic ZedsDead Jauz Remix LightsGoDown Spirix Dance | Electronic Spirix Ayelle Edm Dance | Electronic Dance TheChainsmokers Spirix Remix | Electronic Snowglobe Dance Mix,dance | edm | electronic,33175,20,,
October Child,https://soundcloud.com/octoberchildmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,183322436,indie electronica | Electronic | classical guitar,electronic | electronica,5073,44,,
grey,https://soundcloud.com/grey?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,45670282,Drumstep | system of a down | aerials | grey | flip | Electronic | EDM | Dubstep | Bass | Dance | Bass house | Trap | Bass House | Dance & EDM | Rock | Pop,bass | bass house | dance | dubstep | edm | electronic | house | trap,35582,62,,㕕
SAYSO,https://soundcloud.com/saysosounds?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,384978,"House | Tech House"" Rave ""uk garage"" sayso elevator ""finish line | Afro House | Afro House"" house ""mas que nada"" sayso remix ""sergio mendes"" 2025 | axwell ""sebastian ingrosso"" ""steve angello"" ""laidback luke"" sayso remix 2025 afro House ""leave the world behind | Electronic | Pop ""Future Bass"" Trap EDM ""Dance & EDM"" ""Dance En EDM"" ""Future Pop | Dance & EDM | Electronic ""Dance En EDM"" ""Future Bass"" Trap Pop ""Indie Electronic"" ""Indie Pop"" ""Synth Pop"" Fareoh ""Lilianna Wilde"" ""Ariana Grande"" ""Dua Lipa"" ""Martin Garrix | Dance en EDM"" ""Dance Pop"" Dubstep Electronic Trap ""Future Bass"" Pop ""Electro Pop"" ""Indie Electronic"" Indie ""Without You"" Fareoh Remix Avicii | fareoh the chainsmokers ""all we know"" remix | Dance",afro house | bass | dance | dubstep | edm | electronic | garage | house | tech house | trap,282751,19,,New York City
Kap Slap VIP 2,https://soundcloud.com/kapslapvip2?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,211966212,"Dance & EDM | EDMashup | Mix ""kap slap"" ""kap slap mix"" ""back to school mix 2016",dance | edm,6925,5,,
FrankCarmine,https://soundcloud.com/frankcarminevip?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,221328789,"Hip-hop & Rap | Mashup | Dance & EDM | Mashup edm frank carmine frankcarmine krewella maor levi borgeous gravity Dance ""hook n sling | Mashup frank carmine frankcarmine ""the killers"" tritonal ""mr brightside"" dance remix Edm ""Progressive House"" mix pop Indie killers ""kap slap | Dance Edm Trap Future Bass frankcarmine frank carmine Melodic Mix drawn inward Dubstep Club pregame Summer vibes 2017 lookas 3lau ""blu j"" armnhmr | Mashup Dance Edm Future Pop Punk Remix yellowcard ""ocean avenue"" frankcarmine frank carmine mitis | Dance ""lost kings"" astrvl Mashup frank carmine frankcarmine ferry corsten tiesto ""red lights"" you ""kap slap"" trademark Remix Edm ""Progressive House"" Melodic | EDM Mashup Trap ""Progressive House"" House Dubstep Remix Live frank carmine frankcarmine audien nghtmre nghtmare pregame Party ""kap slap"" 3lau crankdat galantis | FrankCarmine Mashup Remix zedd tritonal anchor ""betty who"" ""somebody loves you"" frank carmine Mix Edm ""ember island"" ""where are u now",bass | club | dance | dubstep | edm | house | progressive house | trap,715,11,,Oklahoma City
ember island,https://soundcloud.com/emberisland?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,115937893,"Pop | Alt Pop | Dance | Swedish Electropop | emberisland | merry little christmas"" ""have yourself a merry little christmas"" ""ember island"" ""frank sinatra | ember island | love deserved"" ""ember island",dance,63333,30,,
Conor,https://soundcloud.com/conor-naughton?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,14096337,Dance & EDM | House | Afters House EDM Dirty Sesh After Hours Gator Tails | Peckers TiVo Mission House Music EDM Tropic Thunder Set Long Mix | Mix Session | Mixy hour Mix set long comp college freshman year | Hip-hop & Rap | Rap Beat Nikes On My Feet Freestyle | Dance,dance | edm | house,125,6,United States,
CHOMPPA,https://soundcloud.com/chomppadub?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,18708069,"Dubstep | CHOMPPA 140 Garage EDM ""2 step"" ""Lil Uzi | Dance & EDM"" Electronic CHOMPPA 140 | Electronic Garage | SubDocta MYTHM CHOMPPA Remix Nightcrawler 140 | Drum & Bass | Jungle DnB CHOMPPA Torcha Criso Electronic",bass | dance | dnb | dubstep | edm | electronic | garage,16990,33,United States,Philly
beartrap sound,https://soundcloud.com/beartrapsound?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,9011647,Pop | Dance | Electro Pop | Pop Punk,dance | trap,542521,227,United States,Los Angeles
TritoniaRadio,https://soundcloud.com/tritoniaradio?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,32473739,Dance & EDM,dance | edm,8372,2,,
Two Friends Remixes,https://soundcloud.com/twofriendsremixes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,203528965,"Dance & EDM | Sleepyhead ""Passion Pit"" ""Two Friends"" Remix Electronic ""Future Bass"" Trap Pop | Cool Girl"" ""Tove Lo"" Remix ""Two Friends"" 2016 ""Future Bass"" Electronic Future | Mr Brightside"" Remix ""Two Friends"" 2016 ""The Killers"" ""Future Bass"" Electronic Future",bass | dance | edm | electronic | trap,33760,3,United States,Los Angeles
